,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
8936,4142450490,315000.0,3,2.5,1790,6452,2.0,1790,0,2004,1610,3600
17136,5306100255,290000.0,3,2.25,1650,10336,1.0,1500,150,1962,1420,10260
8306,1795900120,549000.0,3,2.5,2250,9235,2.0,2250,0,1985,2290,8187
15900,1193000280,994000.0,3,2.25,2510,6339,1.5,1810,700,1932,1820,5741
7649,9238480120,575000.0,4,2.75,2730,35075,1.0,1530,1200,1979,2310,35000
20166,3630200780,1051000.0,4,3.75,3860,5474,2.5,3860,0,2007,3040,5474
7537,1250201130,410000.0,4,2.0,1510,3240,1.0,870,640,1901,1420,5160
17234,7796000095,1085000.0,3,2.75,3170,34850,1.0,3170,0,1957,3920,36740
13957,8635760040,420000.0,3,2.5,1770,3993,2.0,1770,0,1999,1820,4046
2605,9476700135,300000.0,3,1.75,1500,8352,1.0,750,750,1943,1500,8447
2133,5249804510,655000.0,3,2.0,1410,4800,1.5,1410,0,1927,1820,7200
7997,40000553,250000.0,2,1.0,1400,19570,1.5,1100,300,1929,2250,6500
9578,3204300625,785950.0,4,3.0,2530,4560,1.5,1540,990,1925,1640,4560
5312,2596400050,375000.0,3,1.0,1960,7955,1.0,1260,700,1963,1850,8219
14028,2724069103,389000.0,3,1.75,1400,10018,1.0,1400,0,1962,1350,9300
21045,3744000040,518380.0,4,2.5,2810,4500,2.0,2810,0,2014,2980,5046
18559,7525100590,382000.0,2,2.0,1350,2560,1.0,1350,0,1974,1800,2560
10934,3705900292,420000.0,3,2.0,1750,9239,1.0,1410,340,1989,1720,7874
14513,6169900790,2400000.0,6,4.5,5480,10800,2.0,4430,1050,1999,2970,7200
9352,8127700735,1095000.0,4,4.0,3530,8400,2.0,2630,900,1958,2340,8216
18281,3761700067,959000.0,3,2.5,3320,11875,1.0,3320,0,1979,3730,11875
10977,6065300570,1250000.0,4,2.5,3220,15600,1.0,1680,1540,1973,2990,15600
10010,4022902050,457000.0,4,2.5,2200,10800,1.0,1500,700,1964,2280,10800
1430,3886902590,470000.0,5,2.0,1900,6000,1.5,1900,0,1920,2110,8400
17151,4107100190,2500000.0,4,3.75,3480,14850,1.0,1870,1610,1951,4780,18480
14236,2909300150,675000.0,4,2.5,2900,5505,2.0,2900,0,2002,2970,5251
10594,384000135,502000.0,3,2.0,1300,14350,1.0,1300,0,1955,1520,10670
2505,1005000036,285000.0,3,1.75,1840,8601,1.0,920,920,1905,1390,7452
18035,8856970530,326995.0,3,2.5,1860,5321,2.0,1860,0,2000,1940,5205
19829,3448900320,610360.0,4,2.5,2610,5562,2.0,2610,0,2013,2720,7400
3350,6713700100,401500.0,4,1.0,1790,8400,1.0,1260,530,1954,1470,8400
11952,2260300060,2575000.0,5,3.0,4780,20440,1.0,3660,1120,1975,4660,20440
18899,7273100026,682000.0,4,2.5,2390,53941,2.0,2390,0,1989,2610,104108
6874,1277000020,915000.0,4,2.5,3210,8532,2.0,3210,0,1998,2950,6753
4338,2620069113,380000.0,3,2.25,1600,39848,1.0,1600,0,1958,1600,39848
7409,4166800080,340000.0,4,2.5,2441,7316,2.0,2441,0,2007,2724,7357
3265,8731902680,218000.0,3,2.25,1610,7084,1.0,1280,330,1968,2170,8505
2326,2599200830,226740.0,3,1.5,1410,8800,1.0,1410,0,1965,2180,10108
16115,7569500010,616950.0,3,3.5,2490,2722,2.0,2020,470,1999,2490,2755
3950,1825069031,550000.0,4,1.75,2410,8447,2.0,2060,350,1936,2520,14789
6580,4443801495,470000.0,5,1.5,2180,4268,1.5,1340,840,1924,1530,3880
4678,7805450110,736000.0,4,2.5,2290,12047,2.0,2290,0,1988,3130,15666
21571,3345700207,608500.0,4,3.5,2850,5577,2.0,1950,900,2014,2850,5708
17949,1560920450,550000.0,4,3.0,4180,35169,2.0,4180,0,1986,3010,35190
15027,3629950010,470000.0,3,3.25,1710,2381,2.0,1360,350,2003,1420,1163
12876,3782100035,299000.0,3,1.0,960,8100,1.0,960,0,1955,1080,8100
1199,5561400340,630000.0,4,3.75,4610,40202,1.0,2500,2110,1980,3050,41056
4097,1898310110,280000.0,3,2.5,1800,8697,2.0,1800,0,1987,1770,8390
457,2122039094,705000.0,3,3.0,1970,20978,2.0,1770,200,1980,2280,75396
14542,631000040,548000.0,4,1.75,1690,7794,1.0,1090,600,1968,1380,7325
8237,293000145,250000.0,4,1.0,1440,7404,1.0,1080,360,1918,1620,7436
3433,8121100015,550000.0,3,1.0,1070,3713,1.0,1070,0,1917,1290,3960
15496,3205200430,423000.0,3,1.75,1100,10005,1.0,1100,0,1964,1340,9709
10719,2475900565,392500.0,3,1.0,1390,10500,1.5,1390,0,1940,1350,9800
19529,1651500040,1980000.0,4,4.0,4360,12081,2.0,4360,0,2007,2180,10800
6888,3955900500,424950.0,4,2.5,2760,5564,2.0,2760,0,2001,2670,5626
19052,7907600100,287500.0,4,2.0,1220,9147,1.0,1220,0,1953,1220,8576
6689,3123039136,295000.0,3,1.75,1500,15246,1.0,1500,0,1925,1500,16988
4084,3972900735,220000.0,3,1.5,1070,9331,1.0,1070,0,1956,1480,8400
16067,1424059130,247500.0,3,0.75,1300,72309,1.0,680,620,1950,3080,8395
10228,6792200282,254000.0,3,2.5,1560,10608,2.0,1560,0,1994,1360,10608
15133,910000104,245500.0,2,1.0,790,7500,1.0,790,0,1950,1970,8970
19768,3751600784,331210.0,4,2.5,2240,4800,2.0,2240,0,2014,2240,5040
20805,946000295,469000.0,3,2.25,1440,1362,3.0,1440,0,2014,1180,2603
2117,7749500070,339900.0,4,1.75,2600,18042,1.0,2020,580,1969,2200,9408
20734,255550070,330675.0,4,3.0,1930,3031,1.0,1200,730,2006,1930,2611
668,5151600340,290000.0,3,1.5,1950,15954,1.0,1950,0,1959,1940,12667
1162,5415300060,435000.0,6,3.5,2400,8620,2.0,1640,760,1987,1940,7350
17716,287000110,680000.0,4,1.5,1880,6200,1.0,1440,440,1954,2070,6500
3707,7585000110,201700.0,3,1.0,1010,9576,1.0,1010,0,1967,1540,9576
6547,8121200460,530000.0,3,2.5,2030,10958,2.0,2030,0,1983,1960,10282
21499,6891100090,850000.0,5,3.5,4200,5400,2.0,3140,1060,2012,3300,5564
8300,7575600100,285000.0,3,2.5,2090,10834,1.0,1360,730,1987,1750,8595
10880,4240400140,656000.0,4,1.75,1440,4300,1.5,1290,150,1929,1640,5000
1219,4046500510,307000.0,3,1.75,1410,16105,1.0,1410,0,1982,1550,18615
431,2944010240,988000.0,4,3.0,4040,19700,2.0,4040,0,1987,3930,21887
17184,3449820380,564450.0,3,2.5,2710,6174,2.0,2710,0,1998,2730,7266
6237,7203102140,300000.0,2,1.0,1290,2482,2.0,1290,0,2008,1290,2482
4591,8665900291,539000.0,4,2.5,2340,19850,2.0,2340,0,1993,1930,15439
5215,1775930010,335000.0,3,2.75,1990,19991,1.0,1340,650,1977,1750,9775
11040,1118001631,1225000.0,3,2.25,2980,7700,1.0,2530,450,1964,3020,8234
11988,8911000445,329000.0,2,1.0,940,7700,1.0,940,0,1916,1290,7375
3210,117000100,680000.0,3,1.75,1660,5750,1.0,1080,580,1909,2060,5560
14126,9284800085,426000.0,3,2.5,2210,5750,2.0,1710,500,1914,1350,5750
6677,2795000080,535100.0,3,2.25,2070,7207,1.0,1720,350,1973,2350,7980
14630,123039207,283000.0,4,2.0,2100,8160,1.0,1200,900,1959,1140,8160
4843,1312200080,224000.0,3,1.5,1560,7300,1.0,1040,520,1964,1460,7910
6866,1236300290,1060000.0,4,3.5,3850,8100,2.0,2430,1420,1995,2620,9346
6826,7549800168,457500.0,3,1.75,1840,4030,1.0,1050,790,1925,1840,5040
2694,6891100260,830000.0,5,3.5,3700,5400,2.0,2890,810,2011,3620,5460
14368,6072000910,480000.0,3,1.75,1600,8400,1.0,1600,0,1963,2210,8400
4560,3226049184,325000.0,2,1.0,1060,6050,1.0,940,120,1939,1540,5279
19735,1442880320,484259.0,4,2.75,2790,5000,2.0,2790,0,2014,2620,5527
6619,23500190,515000.0,4,2.25,2470,7800,1.0,1470,1000,1975,2050,8050
9376,6021502070,600000.0,2,1.0,1410,4500,1.0,1020,390,1939,1300,4500
3486,4168000110,207000.0,3,1.0,1080,10200,1.0,1080,0,1962,1230,10400
16628,792000006,187000.0,2,1.0,840,11600,1.0,840,0,1952,1610,9120
7528,9558200210,290000.0,3,1.0,1240,9300,1.0,1240,0,1954,1250,9300
18034,3840700757,585000.0,4,2.5,2840,11044,2.0,2840,0,2001,1934,9605
16360,3876311650,600000.0,4,2.25,3070,8400,2.0,3070,0,1970,1880,8000
315,1328320800,305000.0,4,2.25,1950,7700,1.0,1350,600,1979,2150,7350
17477,5006000170,293000.0,4,1.0,1130,8308,1.5,1130,0,1944,1130,8652
15953,7575600430,240000.0,3,2.5,1620,5250,2.0,1620,0,1987,1650,5250
4770,7686202580,196900.0,3,1.0,1270,7500,1.0,1270,0,1954,1250,8000
21506,2524069097,2238890.0,5,6.5,7270,130017,2.0,6420,850,2010,1800,44890
1419,4292300024,350000.0,3,1.5,1430,12199,1.0,1130,300,1948,1490,8196
5593,2726049071,489950.0,2,1.0,820,4206,1.0,820,0,1949,1810,7200
19050,3526039019,811000.0,3,3.0,2470,7410,2.0,1860,610,1977,2390,7800
15858,3300701365,510250.0,3,1.75,1400,4000,1.0,870,530,1951,1400,4000
5576,1274500170,227500.0,3,1.0,1150,8848,1.0,1150,0,1968,1220,9576
5975,7282300095,295000.0,2,1.0,800,6500,1.0,800,0,1953,1220,7000
6309,8562740440,760000.0,4,2.5,2990,5280,2.0,2210,780,2003,2990,6299
11257,3761100045,3000000.0,4,4.25,4850,12445,2.0,3850,1000,1989,3350,12210
3233,2877104265,1062000.0,4,2.75,2720,4000,1.5,1840,880,1928,1600,4000
18301,7940710100,559000.0,3,2.5,2010,5200,2.0,2010,0,1989,1860,4400
11532,6071000030,610000.0,5,2.75,2930,31411,1.0,1520,1410,1975,3070,12378
18432,6448000100,1728000.0,4,3.0,3700,20570,1.0,1850,1850,1976,3080,17595
13710,2923500230,2600000.0,4,4.5,5270,12195,2.0,3400,1870,1979,3390,9905
18233,6751300375,415000.0,3,1.0,1520,9030,1.0,1520,0,1956,1470,8712
286,7214810350,467000.0,5,2.25,2500,13500,1.0,1850,650,1979,2300,9750
16884,1088800470,547500.0,3,2.5,2550,10355,2.0,2550,0,1990,2550,10084
5809,7129300420,258000.0,3,1.75,1040,5650,1.0,1040,0,1951,1290,5650
3489,6149700405,210000.0,1,1.0,1050,7583,1.0,1050,0,1947,1420,7560
3784,9521100855,440000.0,3,1.5,1290,1286,3.0,1290,0,2000,1720,1286
12072,1861400116,605000.0,3,3.25,2200,2400,2.0,1740,460,1988,2200,3600
8126,2787460720,259950.0,3,2.0,1010,7896,1.0,1010,0,1984,1540,7896
293,6073240060,580000.0,4,3.0,3280,11060,2.0,2270,1010,1986,2320,11004
21611,291310100,400000.0,3,2.5,1600,2388,2.0,1600,0,2004,1410,1287
17629,1247100035,1095000.0,4,2.75,3330,9143,2.0,3330,0,1995,2390,9143
6501,2626069030,1940000.0,4,5.75,7220,223462,2.0,6220,1000,2000,2680,7593
3974,1326059085,450000.0,3,2.25,2080,111513,1.5,1680,400,1977,2440,107157
4149,6447300265,4000000.0,4,5.5,7080,16573,2.0,5760,1320,2008,3140,15996
3077,8651401270,203000.0,3,1.0,840,6500,1.0,840,0,1969,920,4680
3189,3524039209,1135000.0,4,2.75,3370,8103,1.0,1970,1400,1970,2120,6360
20136,3226069049,1237500.0,4,4.5,5120,41327,2.0,3290,1830,2008,3360,82764
15806,7548300425,336000.0,1,1.0,1160,5000,2.0,1160,0,2000,2060,5000
21435,1438000360,494995.0,5,2.75,2670,3800,2.0,2670,0,2014,2670,3800
19341,1777600900,710000.0,4,2.5,2870,8995,1.0,1870,1000,1968,2670,9672
12372,5244800695,524000.0,2,1.0,1120,2000,1.5,1120,0,1910,1500,4000
907,3387900390,255000.0,3,1.75,1410,9315,1.0,1410,0,1960,1630,8250
4447,1954700615,825000.0,4,1.5,2040,6900,2.0,2040,0,1903,3150,8220
9926,1026049036,275000.0,2,1.0,1140,10404,1.0,1140,0,1935,2200,11550
14344,1683500180,234000.0,4,2.0,1630,9010,1.0,1050,580,1975,1670,7820
16036,1939130420,640000.0,4,2.5,2500,7417,2.0,2500,0,1991,2770,8188
8413,2021200530,1110000.0,4,2.75,3090,6600,1.0,1800,1290,1956,2380,5000
1994,993002325,430000.0,2,1.5,950,4625,1.0,950,0,1949,1440,4625
8247,2780900220,335000.0,2,2.0,1420,5185,1.0,1420,0,2004,2140,4890
1704,2540800390,469000.0,3,2.25,1820,8446,2.0,1820,0,1978,1850,8437
19269,2919700540,555000.0,4,1.75,2320,4800,1.5,2170,150,1918,1390,4800
7563,2787250090,562000.0,5,3.0,2795,15101,2.0,2795,0,1996,2750,14567
14165,8651442520,228950.0,4,3.0,2160,5200,1.0,1320,840,1978,1460,5144
977,100600860,237500.0,3,1.75,1050,7854,1.0,1050,0,1975,1360,7668
6235,1437580480,994000.0,5,3.25,4260,7861,2.0,4260,0,2005,4020,7528
1873,3886902505,616300.0,3,2.0,1700,8400,2.0,1700,0,1927,1820,9000
9889,173000140,487000.0,3,1.75,1770,10125,2.0,1770,0,1944,1680,9825
11906,5151800045,810000.0,5,2.75,3847,17654,1.0,2299,1548,1975,2690,15344
621,3010300240,577000.0,3,2.5,2060,5750,1.0,1330,730,1976,1920,5750
3894,2085200261,422500.0,3,2.0,1960,6450,1.0,1000,960,1977,1660,20720
7931,1839500065,279000.0,3,1.0,1400,9450,1.0,1060,340,1955,1400,8108
4074,1049010300,435000.0,4,2.0,1650,4745,1.0,1130,520,1972,1650,5184
14636,1328340540,335000.0,4,2.5,1750,8476,1.0,1240,510,1983,1660,7875
12363,8887001625,417000.0,3,2.75,1820,52889,2.0,1820,0,1991,1820,45528
10952,5332200320,675000.0,2,1.75,2140,5000,1.0,1000,1140,1930,2250,4000
1153,7137960030,298900.0,3,2.5,1830,6162,2.0,1830,0,1994,1860,7017
5970,5468780250,325900.0,4,2.5,2320,6270,2.0,2320,0,2004,2150,6270
15044,2436200715,484000.0,2,1.75,1660,6000,1.0,1160,500,1942,1660,4000
20616,5137800030,300000.0,4,2.5,2303,3826,2.0,2303,0,2006,2516,4500
10511,1068000520,1225000.0,4,2.25,3490,6906,2.0,2280,1210,1928,2540,6223
12491,5379805121,377500.0,4,2.5,2640,10720,2.0,2640,0,1999,1680,10018
2703,7445000105,373500.0,2,1.0,800,3330,1.0,800,0,1918,1300,4320
586,7942601895,640000.0,3,2.5,2160,4000,1.5,1960,200,1903,2160,5120
12211,1727850350,1190000.0,4,2.5,3480,12164,1.5,3480,0,1984,3960,16855
9806,9407150310,357000.0,4,2.5,1980,9757,2.0,1980,0,1995,1610,6147
10714,5569620550,738000.0,3,3.0,2630,4896,2.0,2630,0,2006,2880,4972
5566,3179100480,530000.0,3,2.25,1264,1536,2.0,1264,0,2003,1264,2067
9614,3624039111,215000.0,3,1.0,980,5600,1.0,980,0,1949,1840,5302
6529,7844200050,330000.0,5,2.25,2000,7900,1.0,1300,700,1986,2000,9132
21194,3304040020,375500.0,4,2.5,2301,6452,2.0,2301,0,2010,2650,6054
14479,7739100155,750000.0,5,1.75,2850,11860,1.0,2850,0,1951,2640,11604
3353,6099400053,145000.0,3,1.0,1010,5490,1.0,1010,0,1954,1740,10658
12064,7468900270,140000.0,3,1.0,1090,10114,1.0,1090,0,1955,1380,7800
4139,396100025,339999.0,4,2.0,1740,6369,1.0,870,870,1954,1560,7200
15414,1160000255,311000.0,3,1.0,1120,8631,1.0,1120,0,1942,1350,7714
12216,6300000320,359950.0,2,1.0,1240,7590,1.0,1040,200,1939,1190,5692
11055,6392000570,399000.0,2,1.0,790,4000,1.0,790,0,1948,990,5000
17483,7387500235,363000.0,3,1.75,1960,8136,1.0,980,980,1948,1070,7480
11743,1121000058,485000.0,3,1.75,1790,6775,1.0,1790,0,1951,1310,6028
18232,9828702120,581000.0,4,1.0,1630,2566,1.5,1630,0,1921,1220,2314
11339,7715800310,442500.0,2,2.25,1510,7280,2.0,1510,0,1987,1510,8120
11043,8562740370,751000.0,4,2.5,2790,6538,2.0,2790,0,2003,2990,6538
852,5637500070,438000.0,3,2.5,1520,1304,2.0,1180,340,2006,1270,1718
16605,5561400470,585000.0,4,3.25,3410,34939,2.0,2470,940,1992,2450,39045
13483,1189000205,400000.0,2,2.5,1170,1811,2.0,1170,0,2001,1250,3146
2935,2412100025,315000.0,3,1.5,1750,12500,1.0,1150,600,1954,1680,13000
19165,1073100065,348125.0,3,1.0,1400,8451,1.5,1400,0,1953,1590,8433
16739,5160300020,554000.0,3,1.75,1760,10780,1.0,1760,0,1977,2090,10780
9857,2770601677,494000.0,3,3.5,1570,1486,2.5,1330,240,2000,1610,1486
1339,5104450070,435000.0,4,2.25,2730,7506,2.0,2730,0,1987,2390,8015
12919,820079043,428000.0,3,1.75,1580,507038,1.0,1580,0,1985,2040,210394
17156,751000190,355000.0,3,1.75,1120,7740,1.0,860,260,1948,1240,7740
19756,1823049179,385000.0,4,2.0,2340,9716,1.0,2340,0,2009,1180,13500
19764,7430200060,1583000.0,4,4.0,5610,11063,3.0,4750,860,2006,4560,11063
21481,3331000035,495000.0,3,2.5,1750,1548,3.0,1750,0,2013,1750,3960
10302,1775910370,464000.0,4,2.25,2220,15232,1.0,1690,530,1978,2110,15280
736,3626039299,588000.0,3,1.0,1910,8167,1.0,1270,640,1951,1500,6816
12248,1546600125,640000.0,3,2.25,1980,10115,1.0,1980,0,1959,2800,10143
17559,3260810150,355000.0,3,2.0,2160,8091,1.5,2160,0,2000,2190,8297
14103,6817800330,405000.0,2,1.0,1090,10481,1.0,780,310,1981,1160,10533
11082,414100045,344950.0,4,1.75,2240,7500,1.0,1120,1120,1956,1440,7500
19391,1326039061,429950.0,3,1.75,1430,9750,1.0,1430,0,1962,1630,9282
450,4055700030,1450000.0,3,4.5,3970,24920,2.0,3260,710,1977,2610,13838
12777,1225069038,2280000.0,7,8.0,13540,307752,3.0,9410,4130,1999,4850,217800
2066,2296700260,460000.0,3,2.5,1730,8490,1.0,1210,520,1969,1870,7400
4347,2822049160,240415.0,3,1.75,1120,10187,1.0,1120,0,1968,1900,8736
11074,3395300260,499990.0,3,1.75,1730,9334,1.0,1220,510,1977,2020,10000
1071,5144000036,360000.0,3,1.0,1050,9206,1.5,1050,0,1954,1380,6384
18923,809002290,1190000.0,4,3.0,2240,6000,1.5,1270,970,1914,2240,4250
5673,7334501410,299500.0,4,2.25,1600,15312,1.0,1080,520,1979,1620,12375
11301,421049114,128000.0,3,1.0,910,11117,1.0,910,0,1955,1490,8416
19091,2623069010,745000.0,5,4.0,4720,493534,2.0,3960,760,1975,2160,219542
7500,1133000144,614905.0,3,2.5,2410,7225,2.0,2410,0,1991,1940,8347
15426,705710290,361500.0,4,2.75,2190,6740,2.0,2190,0,1995,1950,7150
8294,7313200120,605000.0,4,3.25,2885,33671,2.0,2885,0,1984,1910,16000
14120,1269200150,358000.0,3,1.5,1150,27319,1.0,1150,0,1976,1700,30691
12960,9264930970,345000.0,4,2.75,2200,13498,2.0,2200,0,1987,2190,11850
17401,6819100020,1425000.0,4,4.25,4960,6000,2.5,3680,1280,1909,2160,4080
1144,5112800421,225500.0,4,2.0,1440,7950,1.0,1440,0,1962,1530,20037
3576,7846700850,307000.0,3,1.0,1150,6000,1.5,1150,0,1927,1210,7700
3806,7227501450,240000.0,4,1.75,1420,5382,1.0,1040,380,1942,1150,5382
18974,5451210150,955000.0,5,2.25,2510,9887,2.0,2510,0,1972,2510,10006
1237,4140900140,438000.0,3,1.75,1650,12940,1.0,1650,0,1961,2830,12600
9593,3537900180,700000.0,2,1.0,1300,12000,1.0,1300,0,1959,2420,15000
4336,7738500475,485000.0,4,3.25,2820,6611,1.0,1410,1410,1958,2320,6611
19044,3541600450,290000.0,4,1.75,2090,12750,1.0,1360,730,1967,2040,12300
12939,5379800040,275000.0,2,1.75,2090,11317,1.0,1090,1000,1931,1940,11317
17615,6664900330,293000.0,3,2.5,1990,7577,2.0,1990,0,1990,1900,7152
20610,6056100312,395000.0,3,2.5,1600,1936,2.0,1600,0,2007,1600,1936
41,7766200013,775000.0,4,2.25,4220,24186,1.0,2600,1620,1984,2410,30617
17259,8651720470,506500.0,4,2.5,1890,7200,1.0,1500,390,1978,2070,7200
4771,5690500095,735000.0,3,3.25,2960,39370,2.0,2960,0,1989,2960,56628
9541,5423010180,825000.0,4,2.25,2770,9340,2.0,2770,0,1979,3010,9340
19586,3204300610,450000.0,2,1.0,950,4560,1.5,950,0,1925,2040,4560
18418,3425059066,618000.0,5,1.75,1880,18295,1.0,1880,0,1955,2180,20674
16068,7856660130,1250000.0,5,2.75,3710,13874,1.5,2340,1370,1977,3370,13874
2578,2954400520,1237500.0,4,3.25,5180,49936,2.0,5180,0,1991,4240,35363
18980,2327000110,950000.0,4,3.25,3820,15293,2.0,3820,0,2003,2790,7142
10902,9526600340,729000.0,3,2.5,2440,4244,2.0,2440,0,2011,2690,4556
2034,7695500200,505000.0,3,2.5,2100,17882,2.0,2100,0,1985,2080,16686
1123,7237501180,1200000.0,4,1.75,3990,13470,2.0,3990,0,2006,5790,13709
10662,2008000550,300000.0,4,2.0,1580,9600,1.0,1050,530,1965,1710,9600
20140,1123059126,554950.0,3,2.5,2950,10254,2.0,2950,0,2006,2800,9323
18240,1775500371,712000.0,4,2.5,3140,32336,1.5,3140,0,1995,2340,19965
14032,3459900230,1680000.0,4,3.75,7620,29536,2.0,5980,1640,2005,2840,20809
19763,2619950310,489500.0,4,3.5,2730,5707,2.0,2000,730,2011,2430,5899
8821,1771100330,250000.0,3,2.5,1510,10384,1.0,1030,480,1976,1490,10000
18038,1321059097,400000.0,3,1.5,2390,32109,1.0,2390,0,1975,1370,32109
8129,2420069278,287000.0,3,2.5,1820,8722,1.5,1820,0,1926,1480,12285
20702,3832050570,333700.0,3,2.5,2230,5050,2.0,2230,0,2006,2260,5050
20311,7132300525,500000.0,3,1.75,1530,825,3.0,1530,0,2015,1580,1915
1347,8691410700,735000.0,4,3.5,3100,5600,2.0,3100,0,2005,3080,5600
20999,7967000150,353500.0,4,3.0,2050,4000,2.0,2050,0,2014,2050,4000
2585,1328300810,347500.0,4,2.75,2290,7000,2.0,2290,0,1977,2000,7200
19973,711000110,1266520.0,3,2.5,3060,9576,2.0,3060,0,2005,3060,9579
18647,9485951460,385000.0,4,2.75,2700,37011,2.0,2700,0,1984,2700,37457
17830,1771000970,330000.0,3,1.0,1160,9600,1.0,1160,0,1967,1160,9730
3507,2817100900,256500.0,2,1.0,1120,9912,1.0,1120,0,1980,1540,9750
4991,6817800630,385000.0,3,1.75,1180,10541,1.0,940,240,1981,1230,10879
13355,3558900450,530000.0,4,2.25,2130,8640,1.0,1430,700,1969,2120,8826
8180,7215400770,260000.0,4,2.5,2000,37045,2.0,2000,0,1989,2390,36868
1940,4222000320,240000.0,3,1.0,1260,7920,1.0,1260,0,1966,1300,7920
90,2791500270,243500.0,4,2.5,1980,7403,2.0,1980,0,1988,1980,7510
14798,424069018,998000.0,3,3.75,3710,34412,2.0,2910,800,1978,2390,34412
35,9547205180,696000.0,3,2.5,2300,3060,1.5,1510,790,1930,1590,3264
15465,5631500947,610000.0,4,3.0,2600,29539,1.0,2600,0,1994,1810,11600
6467,1425059193,817500.0,5,3.5,3600,9312,2.0,2680,920,2005,3420,9860
21480,567000775,449000.0,2,2.5,1460,1296,2.0,1160,300,2008,1460,1296
18501,3904900610,475000.0,3,2.5,1630,7586,2.0,1630,0,1986,2090,7330
16414,3649100346,322968.0,5,1.75,1890,9600,1.0,1890,0,1960,2350,5308
17760,1624049228,325000.0,4,1.0,2410,6975,1.0,1510,900,1957,1880,6255
6119,1559900080,289200.0,3,2.25,1760,7023,2.0,1760,0,1995,1760,7082
6817,2919702040,599000.0,5,2.75,2820,4608,1.0,1450,1370,1967,1620,3840
14198,4013800206,199000.0,4,1.0,1220,11730,1.0,1220,0,1960,1270,9520
6561,1025039292,1337500.0,4,2.5,2900,21074,2.0,2900,0,1986,3390,20000
5139,2771604640,700000.0,4,1.5,2470,6000,1.5,1480,990,1940,2140,4000
705,7203600550,325000.0,2,1.0,1060,5703,1.0,1060,0,1946,2240,4416
2207,1545802830,258500.0,3,2.0,1460,7930,1.0,1460,0,1989,1630,7930
6091,3303910010,540000.0,3,2.5,1950,13227,2.0,1950,0,1978,2650,12943
10781,8617000060,711600.0,4,3.0,3580,9316,2.5,2370,1210,1991,2580,9242
15851,7889600190,229000.0,3,1.0,1590,6240,1.0,1060,530,1956,1410,6240
18685,3325069064,1052000.0,3,1.0,1860,44431,1.0,1860,0,1947,2000,44431
4205,6300000337,550000.0,5,2.0,2450,9488,1.0,1240,1210,1900,1310,5693
12484,1172000150,238000.0,1,1.0,530,6350,1.0,530,0,1941,1200,6350
5472,3348401319,372500.0,5,3.0,2480,10090,1.0,1300,1180,2004,2290,9900
2958,4188000490,900000.0,4,2.5,3620,42580,2.0,3620,0,1984,2950,33167
14151,7779200355,950000.0,3,3.0,3610,17483,2.0,3610,0,1954,2230,12600
7781,8029900110,430000.0,4,2.5,3000,9460,2.0,3000,0,2001,3000,8450
16481,4060000290,253000.0,3,1.5,880,6600,1.0,880,0,1945,1020,6600
12968,9475710040,291375.0,4,2.5,2220,6233,2.0,2220,0,2001,2220,5352
3248,798000535,308000.0,3,1.0,1640,18144,1.5,1640,0,1942,1500,9065
9317,6415100410,440000.0,3,1.75,2240,8153,1.0,1120,1120,1948,1710,8100
5849,4299700095,254000.0,4,2.0,1510,4235,1.0,1510,0,1955,1510,4268
10765,6117500955,445500.0,4,1.5,2210,10497,1.0,1650,560,1953,1840,12697
7268,2421039075,195000.0,3,1.75,1190,14777,1.0,1190,0,1965,2240,8325
13066,3362401935,549000.0,4,1.75,1290,3060,2.0,1290,0,1906,1510,4080
13442,1545800205,324900.0,4,2.5,1880,7965,2.0,1880,0,2000,1570,7584
5446,7645900235,880000.0,6,2.5,2640,3680,2.0,1760,880,1922,1960,3680
10084,4141000060,1227500.0,4,2.5,3180,10319,2.0,3180,0,1986,3130,12120
7100,9485800050,680000.0,3,2.5,1610,8064,1.0,1160,450,1981,2260,8328
17360,2436700280,840000.0,4,1.75,2330,4000,2.0,1300,1030,1924,2040,4000
2002,7335400400,176250.0,4,2.0,1440,6702,1.0,1440,0,1966,1030,6702
4170,9294300495,810000.0,4,2.25,2020,5600,1.0,1210,810,1961,2660,6050
4842,6649300190,407500.0,5,2.0,2740,8230,1.5,2210,530,1962,2130,8232
10044,7950303270,585000.0,2,1.0,1110,6000,1.0,1010,100,1951,1410,3500
8323,2391601010,425000.0,3,1.0,1240,5750,1.0,1240,0,1948,1240,5750
20176,8129700728,660000.0,3,2.5,1780,1729,2.0,1080,700,2008,1780,1741
11623,7871500685,613000.0,2,2.0,1170,1890,1.5,1170,0,1927,2160,4000
4328,1498304065,496752.0,2,1.0,1980,5000,1.0,1090,890,1923,1720,5000
21086,3862710010,424950.0,3,2.5,1650,4777,2.0,1650,0,2013,1800,3331
10914,9209900335,463000.0,2,1.0,1150,4400,1.0,1150,0,1905,1240,4400
19473,952006857,370000.0,3,2.5,1070,1219,2.0,720,350,2004,1070,1254
3848,2322069168,630000.0,3,2.5,2680,327135,2.0,2680,0,1995,2020,60080
11782,1775801090,465000.0,4,2.25,1820,20349,1.0,1340,480,1977,1270,12800
19404,5700002165,513000.0,2,1.0,1840,4322,1.0,1160,680,1914,1750,4322
15484,4029400080,383000.0,4,2.5,1850,8310,1.0,1200,650,1962,1840,10080
